gl,bf,proper,dist,absmag,x,y,z
Gl 591,,,22.3764,5.901,-10.103496,-13.898968,14.33231
Gl 128B,,,22.3764,9.751,14.913666,16.675376,-0.466532
Gl 297.2A,18    Pup,,22.3814,3.781,-11.73163,18.297808,-5.338482
Gl 836.6B,78Mu 2Cyg,,22.4014,4.339,16.290512,-10.974411,10.773027
GJ 1071,,,22.4165,7.057,5.955662,15.123255,-15.43751
NN 4167,,,22.4165,7.937,9.159242,-9.947414,17.878946
GJ 1259,,,22.4165,7.067,15.1008,-15.758753,5.10989
Gl 756,,,22.4215,9.767,6.878161,-18.43148,10.755594
Wo 9721B,,,22.4215,11.647,16.399139,-15.191955,-1.731014
GJ 2121,,,22.4316,10.516,-8.285506,-20.056967,-5.678484
NN 3340,,,22.4517,9.784,4.331378,21.842054,-2.871007
,,,22.4517,5.254,-4.084865,-11.082789,-19.093472
Gl 761.2,,,22.4618,8.663,8.832887,-20.650473,0.226396
NN 4317,,,22.4618,8.203,3.30744,-0.643556,-22.207637
Gl 120.1A,,,22.4669,5.572,14.573986,14.227768,-9.484275
Gl 600,,,22.4669,7.582,-11.680641,-18.717868,4.238558
Gl 52.2,,,22.4719,11.592,17.776837,5.417602,12.63408
Wo 9124,,,22.4719,8.902,11.387585,16.924976,9.42626
GJ 1266,,,22.4719,10.362,6.600764,-3.205907,21.240018
Gl 120.1B,,,22.477,6.441,14.581228,14.23336,-9.487611
Gl 186.1A,,,22.482,5.261,3.126091,12.14986,-18.656097
NN 3102,,,22.4871,8.63,13.389027,6.05572,-17.021512
Gl 297.2B,,,22.4871,10.06,-11.779465,18.389328,-5.36895
,,,22.4921,7.38,14.650966,-5.261799,-16.234445
Gl 910,,,22.5175,7.987,19.682003,-0.589024,10.922918
Gl 784.2A,,,22.5225,11.427,12.344316,-18.654952,2.621759
Gl 784.2B,,,22.5225,13.957,12.33958,-18.656715,2.6315
NN 4260,,,22.5225,10.807,15.059478,-7.864256,14.786095
Gl 430,,,22.5276,8.216,-10.091957,1.274096,20.100234
Gl 657,Eta Sco,,22.5276,1.556,-3.401345,-16.05484,-15.432267
NN 3122,,,22.5327,6.706,7.996647,4.346431,20.612732
Gl 84.1B,,,22.5378,11.035,16.985587,10.348655,-10.599416
,,,22.553,8.544,-13.584933,12.57225,-12.885104
Gl 378.2,,,22.5581,8.183,-19.842076,10.667368,1.1666
Wo 9061B,,,22.5632,4.953,19.692779,10.184806,-4.190606
GJ 1063,,,22.5632,7.363,12.277382,18.348756,4.660484
GJ 1091,,,22.5734,11.572,-3.804758,17.586639,13.630565
GJ 1201,,,22.5734,14.362,-8.716579,-20.507158,3.610559
,,,22.5785,6.582,-17.238804,3.96139,14.032809
GJ 1032,,,22.5785,10.612,19.586256,6.101222,-9.430926
Gl 128A,94    Cet,,22.5785,3.302,15.048052,16.82648,-0.471316
,84    Cet,,22.5887,3.951,17.224348,14.611613,-0.274253
Gl 13,,,22.5989,5.07,13.672666,1.009951,-17.965041
Wo 9541B,,,22.5989,6.25,-10.700345,-19.392696,-4.486073
Wo 9112,,,22.6501,6.055,14.766658,16.806628,3.535726
Gl 692.1,,,22.6501,5.735,-1.536715,-21.002248,8.341523
,,,22.6552,7.774,19.468689,6.398048,-9.658842
Gl 275,,,22.6757,4.942,-5.266275,13.129322,-17.722189
Gl 596.2,24Alp Ser,Unukalhai,22.6757,0.852,-12.5786,-18.695648,2.537718
Gl 863.2,59Ups Aqr,,22.6809,3.432,19.762752,-7.715712,-8.020157
Gl 301.1,,,22.6912,7.041,-11.075206,16.087491,11.551092
GJ 1139,,,22.6912,7.701,-5.242142,1.541806,22.023248
NN 3792,79Zet Vir,,22.7118,1.599,-20.799365,-9.118725,-0.236175
,,,22.7169,6.768,18.892828,12.53172,-1.440335
,,,22.7169,9.058,1.473289,-21.436574,7.372939
Gl 554,,,22.7221,6.898,-14.647221,-11.315518,13.179792
Gl 387B,,,22.7221,9.618,-18.835318,9.059771,8.918207
NN 3167,,,22.7273,7.057,5.311651,4.186698,-21.697651
NN 3007,,,22.7273,11.287,22.492151,0.783215,3.165422
NN 3073,,,22.7273,11.857,18.60876,5.267657,11.937171
NN 3145,,,22.7273,11.217,18.392746,12.384539,-4.986007
NN 3184,,,22.7273,11.407,16.533676,15.397597,2.466117
Wo 9209B,,,22.7273,12.307,-0.827164,11.604365,-19.526333
NN 3427,,,22.7273,10.757,-2.339478,7.469731,21.336826
NN 3440,,,22.7273,9.967,-0.897337,2.619948,-22.557943
NN 3538,,,22.7273,6.597,-16.680289,15.298611,2.061708
NN 3613,,,22.7273,11.707,-14.109265,5.239989,17.029425
NN 3616A,,,22.7273,11.767,-18.165232,6.176413,12.182219
NN 3617B,,,22.7273,13.717,-18.167135,6.174125,12.18054
NN 3660A,,,22.7273,10.367,-4.570007,0.693016,22.252302
NN 3661B,,,22.7273,10.867,-4.562363,0.695808,22.253784
NN 3688,,,22.7273,11.117,-22.258829,1.135657,-4.448035
Wo 9390B,,,22.7273,7.417,-22.223519,-0.921902,-4.669255
NN 3741A,,,22.7273,9.877,-14.887719,-2.734336,16.953153
NN 3742B,,,22.7273,13.017,-14.88752,-2.735412,16.953155
NN 3774,,,22.7273,9.907,-19.729491,-6.879138,8.941746
NN 3778,,,22.7273,10.117,-21.256243,-7.904057,1.492719
GJ 2108,,,22.7273,11.967,-2.694032,-2.106806,-22.471505
NN 3957,,,22.7273,7.797,-8.610233,-20.973612,-1.581657
NN 4064,,,22.7273,9.997,2.611916,-16.823619,15.055695
NN 4155,,,22.7273,10.157,14.457453,-17.076625,-3.987627
NN 4246,,,22.7273,10.977,14.636069,-8.504291,15.16551
NN 4251,,,22.7273,11.627,7.595241,-4.238788,20.997028
NN 4256,,,22.7273,10.907,15.45668,-8.391461,14.394603
GJ 2154B,,,22.7273,12.017,20.978257,-4.248512,-7.641534
NN 4341,,,22.7273,11.137,20.434478,-2.231717,9.694416
Gl 114,,,22.7324,7.087,16.094129,14.827182,6.155124
,,,22.7376,9.326,15.261935,-7.83662,14.921768
NN 3570,,,22.748,8.785,-19.296916,11.981773,1.242148
,,,22.7739,5.103,17.668943,10.881068,9.384099
NN 3067,,,22.779,9.172,19.482997,4.887238,-10.742932
NN 3569,,,22.779,13.412,-11.502705,7.308389,18.252618
NN 3020,,,22.7842,9.792,15.131259,1.060284,-17.001193
Gl 387A,39    Leo,,22.805,4.02,-18.90255,9.092886,8.949656
,,,22.805,9.66,-21.653236,2.628319,-6.655624
Gl 406.1,,,22.8206,8.488,-7.66316,2.138337,21.388926
Gl 708.4,,,22.8206,4.508,1.089365,-16.040183,16.195033
Gl 157.1,,,22.8311,10.827,10.262925,17.755945,10.043775
Gl 694.1A,31Psi1Dra,,22.8363,2.777,-0.551088,-6.978598,21.736754
Gl 385.1,,,22.8467,4.586,-17.119843,8.590536,-12.454016
Gl 429.4,,,22.8571,6.545,-12.301997,1.587729,-19.198591
Gl 319.1A,,,22.8676,6.314,-10.881089,12.726026,-15.575198
,,,22.8728,9.023,-8.84148,-20.716978,-3.974928
Gl 143.3,,,22.8781,10.463,13.357052,17.690953,5.659223
Gl 118.2B,,,22.8781,8.003,14.702758,14.154131,10.342151
Gl 118.2C,,,22.8781,12.063,14.705185,14.150263,10.34094
,,,22.899,8.281,-9.275903,-16.800841,-12.492139
Gl 850,,,22.899,5.431,16.423151,-8.440484,13.542343
,,,22.9043,6.98,-4.861612,-12.63845,-18.472718
Gl 392A,,,22.9095,4.62,-13.896453,5.894065,17.233427
,,,22.92,8.719,-18.058386,-0.174864,-14.113487
Gl 708.1,36    Dra,,22.92,3.189,0.600206,-9.886041,20.669241
,,,22.9305,6.548,-13.092825,18.81751,0.535781
Gl 93,,,22.9305,9.678,11.125008,7.61526,-18.548581
,,,22.9358,7.467,22.605004,3.430002,-1.816537
Wo 9791,,,22.9358,12.197,8.956318,-3.324294,-20.851484
Gl 718,,,22.9727,7.094,3.076769,-21.028825,8.722551
Gl 563.4,8Alp1Lib,,22.9779,3.343,-16.24013,-14.971057,-6.332445
Wo 9648A,,,22.9885,4.762,4.585018,-14.09286,17.571183
,,,22.9938,10.182,-17.256859,9.482809,-11.874005
,,,22.9938,9.202,12.875359,15.083948,-11.636773
,,,22.9938,6.882,20.657991,-0.06956,-10.097398
Gl 827.1,,,23.0044,6.841,10.068417,-7.939135,-19.09929
,5Alp CrB,Alphekka,23.0097,0.41,-12.176093,-16.558746,10.343974
,,,23.015,8.44,15.812912,14.078244,-9.024692
NN 4347,,,23.0256,8.279,15.149365,-1.57191,-17.268587
Gl 341.1,,,23.0362,7.458,-2.970328,2.322005,22.725385
NN 3995A,65Del Her,,23.0362,1.308,-4.075476,-20.503689,9.676738
NN 3662,,,23.0415,8.417,-17.444468,2.685244,14.811899
,,,23.0415,6.367,18.304915,-11.317574,8.231242
GJ 1143A,,,23.0468,7.207,-20.787284,4.15344,-9.043936
,,,23.0468,4.357,0.869508,-10.10671,-20.694284
,,,23.0468,4.307,5.463128,-2.379614,-22.263253
Wo 9818,Gam Tuc,,23.0574,2.176,11.929297,-2.241691,-19.60403
Gl 694.1B,31Psi1Dra,,23.0627,3.995,-0.555414,-7.044781,21.953273
GJ 2079,,,23.084,8.193,-19.290293,9.58422,8.300755
NN 3178A,,,23.084,8.983,12.252009,10.807423,16.308248
Gl 323A,,,23.0947,7.262,-15.507481,16.819422,3.160075
Gl 383.1,,,23.0947,7.712,-12.578788,6.274542,18.323731
Wo 9006,,,23.0947,12.982,22.152197,1.583799,6.335371
GJ 1015A,,,23.0947,12.202,12.759689,2.326221,19.108746
GJ 1015B,,,23.0947,12.262,12.758973,2.327057,19.109123
,,,23.1054,8.181,9.920533,-20.470911,4.047754
Gl 160.2,,,23.1214,7.88,10.261867,19.014743,-8.230695
Gl 91.2A,,,23.1481,6.117,18.238996,12.275632,-7.244624
NN 4250,,,23.1481,8.517,20.215728,-11.257825,0.648253
NN 4017,28Ome Dra,,23.1642,2.946,-0.842597,-8.350132,21.590264
NN 3551,,,23.1857,7.694,-9.408272,8.024922,-19.613048
Wo 9061A,53Chi Cet,,23.1857,2.834,20.228295,10.483677,-4.299405
GJ 2003,,,23.1965,9.843,22.090079,1.946194,-6.80576
,,,23.1965,4.763,16.044587,5.562801,15.802029
,,,23.1965,8.733,14.709762,-9.371473,-15.293005
NN 3023,,,23.2019,9.712,20.198863,1.531057,11.313264
NN 3037,,,23.2019,15.512,22.94449,3.240435,-1.173931
NN 3301A,,,23.2019,9.372,7.980064,20.767181,6.595384
NN 4023,,,23.2019,11.692,-1.780018,-22.853682,-3.556775
,,,23.2072,8.522,-19.695139,3.818256,-11.666043
,,,23.218,8.661,8.729498,-18.805478,-10.451095
Gl 839,,,23.218,8.471,14.761789,-9.04751,15.468929
NN 3974,,,23.2342,7.839,-5.452465,-17.139459,14.708788
Gl 564.1,9Alp2Lib,Zubenelgenubi,23.2396,0.919,-16.408581,-15.151818,-6.421874
Gl 84.1A,,,23.2396,9.049,17.512544,10.668136,-10.935296
,,,23.2396,7.509,8.741748,-6.526715,20.519816
Gl 16.1,,,23.245,4.638,22.939133,1.875641,-3.256358
Gl 433.2A,,,23.2504,4.458,-16.338772,1.519416,16.471486
,,,23.2504,6.498,1.924616,22.338191,6.154852
NN 3057,,,23.2558,10.547,20.250375,4.37492,10.564781
NN 3064,,,23.2558,13.417,22.119247,5.498089,-4.61976
NN 3081,,,23.2558,12.017,17.622072,5.908683,-13.977922
NN 3159,,,23.2558,11.217,18.549311,14.014726,0.585428
GJ 2028,,,23.2558,12.247,5.612907,5.438371,-21.909042
NN 3228A,,,23.2558,12.447,13.739271,17.687484,-6.26239
NN 3229B,,,23.2558,12.537,13.739052,17.687193,-6.263693
NN 3239A,,,23.2558,10.907,12.890017,17.994758,7.132206
NN 3240B,,,23.2558,11.457,12.888954,17.996033,7.130912
NN 3260,,,23.2558,9.637,10.644665,18.557463,-9.118331
NN 3265,,,23.2558,11.617,6.89811,13.424658,17.692567
NN 3288,,,23.2558,15.277,9.212398,21.27368,1.842427
NN 3291,,,23.2558,12.017,8.905415,20.951625,4.749234
NN 3297,,,23.2558,11.297,6.97568,17.770219,13.281244
NN 3337,,,23.2558,12.367,4.679396,21.534862,7.428676
NN 3345,,,23.2558,11.177,2.206431,12.895364,19.226896
NN 3445,,,23.2558,11.247,-7.03535,16.584077,14.707293
NN 3470,,,23.2558,10.497,-11.134861,19.461351,6.172756
NN 3483,,,23.2558,12.087,-4.914249,7.951662,-21.294446
NN 3496,,,23.2558,11.587,-1.398048,1.781768,23.145259
NN 3516,,,23.2558,5.767,-12.958998,14.018482,13.280767
NN 3532,,,23.2558,11.127,-6.778354,6.27681,21.342161
NN 3565,,,23.2558,14.577,-19.121315,12.924,-2.859679
NN 3608A,,,23.2558,8.847,-20.008288,8.179863,-8.57849
NN 3609C,,,23.2558,11.297,-20.008288,8.179863,-8.57849
NN 3619,,,23.2558,11.717,-21.741033,7.267137,3.917707
NN 3736,,,23.2558,11.267,-22.896401,-3.665266,-1.775621
NN 3773,,,23.2558,11.217,-6.377648,-2.203163,-22.255424
NN 3799,,,23.2558,10.257,-20.311267,-9.63775,5.949657
NN 3835,,,23.2558,10.537,-19.019278,-12.705882,4.202365
NN 3844,,,23.2558,10.787,-16.828767,-11.899938,10.771087
NN 3845,,,23.2558,13.167,-17.457162,-12.581327,-8.819864
NN 3869B,,,23.2558,7.067,-16.829704,-15.561938,3.926758
NN 3886,,,23.2558,10.217,-13.325371,-13.464854,13.489419
NN 3908,,,23.2558,11.867,-12.505348,-16.539727,-10.53024
NN 3939,,,23.2558,11.627,-10.905735,-20.397476,2.416648
NN 3969,,,23.2558,10.227,-7.745072,-21.800842,-2.359949
GJ 1208,,,23.2558,12.227,-5.861838,-20.839346,8.50307
Wo 9584A,21Mu  Dra,,23.2558,3.797,-3.193886,-13.13167,18.925026
Wo 9584C,,,23.2558,11.667,-3.193987,-13.132083,18.925621
NN 4031,,,23.2558,11.877,-0.833457,-22.473434,5.923034
NN 4146,,,23.2558,10.437,12.335373,-16.529675,10.744333
NN 4150,,,23.2558,11.247,6.273889,-7.887008,20.958665
NN 4153,,,23.2558,9.607,13.672975,-16.683636,8.691277
NN 4170,,,23.2558,9.867,5.640458,-6.04833,21.735574
NN 4212,,,23.2558,12.137,16.970022,-11.66572,10.805628
NN 4271,,,23.2558,12.367,16.937097,-8.087722,-13.731561
NN 4314,,,23.2558,10.827,22.683389,-5.064914,-0.801703
NN 4374,,,23.2558,11.177,23.01352,-0.558489,3.301243
GJ 2155,,,23.2666,8.726,22.73741,-3.377226,3.597109
,10Mu 2Cnc,,23.2883,3.464,-11.456683,18.376558,8.566004
Gl 433.2B,,,23.2883,6.564,-16.364859,1.522971,16.497632
,,,23.2937,9.954,-19.482146,-10.456209,-7.328721
,,,23.2992,9.423,10.629605,13.32282,-15.886053
Gl 29.1,,,23.3046,8.533,18.631359,3.520785,13.549196
Gl 105.5,,,23.3046,7.673,17.802213,15.03266,0.487531
Wo 9747,,,23.31,12.262,11.239228,-7.833074,18.859449
,,,23.3155,9.092,-3.086882,11.3025,20.157807
NN 3669A,88    Leo,,23.3263,4.431,-22.425551,2.778437,5.787008
NN 4351,,,23.3318,4.74,16.07459,-1.54959,16.839803
,,,23.3427,9.859,18.484162,-6.277579,-12.798805
NN 3110,,,23.3536,9.348,15.583944,7.510911,-15.688134
NN 3217,,,23.359,7.208,9.083893,11.011085,18.490045
Gl 340.3,,,23.3645,7.257,-17.856382,14.88548,-2.342487
NN 4284,,,23.3645,12.987,21.768867,-8.474699,-0.442525
,,,23.3699,10.357,-9.000789,0.774075,21.553163
NN 3743,,,23.3754,6.426,-12.946552,-2.38443,19.316002
,,,23.3754,8.956,21.471215,7.525644,-5.362918
NN 3827,,,23.3863,6.085,-19.152715,-12.410552,-5.106265
Gl 569.1,,,23.3863,5.925,-9.998046,-9.586447,18.842826
Gl 54.2A,37    Cet,,23.3863,3.295,21.953382,7.3882,-3.223573
Gl 237,,,23.4028,8.734,-2.350409,16.8028,-16.119673
,,,23.4137,9.613,-21.020992,-1.244143,-10.235788
GJ 1242,,,23.4192,11.032,10.057081,-21.110557,1.287806
,,,23.4302,4.411,7.098135,-11.405312,-19.196747
NN 3606,,,23.4467,6.89,-10.927739,4.482729,20.254318
Gl 7,,,23.4467,9.88,20.852074,0.825903,-10.689089
Gl 34.1,64    Psc,,23.4522,3.219,21.92421,4.758056,6.833532
NN 4244,,,23.4522,7.679,9.855773,-5.716933,-20.498442
,,,23.4687,8.398,-7.014527,-5.054691,-21.818029
Gl 118.2A,,,23.4907,5.666,15.095318,14.533015,10.618342
NN 3387,,,23.5018,4.994,-1.222316,23.3048,2.775757
Gl 612,,,23.5018,6.724,-8.725434,-16.153069,14.672761
Gl 828A,,,23.5073,5.634,13.098251,-10.323778,-16.566594
Wo 9582B,,,23.5183,8.483,-2.913872,-11.542938,20.28176
Gl 828B,,,23.5183,12.243,13.100449,-10.338398,-16.571247
,,,23.5405,6.681,3.562997,-19.745584,12.311463
,,,23.546,6.79,-15.701174,-14.859916,9.330455
Gl 871B,,,23.546,9.24,15.09186,-5.297662,-17.279603
NN 3376A,,,23.5516,5.13,0.168086,23.473456,-1.909572
Gl 699.2,57Zet Ser,,23.5516,2.76,0.049583,-23.502332,-1.515823
,,,23.5571,7.549,4.664389,7.184175,21.944659
GJ 1244,,,23.5571,6.539,3.46739,-6.238047,-22.449965
Gl 392B,,,23.5571,10.639,-14.288972,6.060337,17.721021
,,,23.5682,8.868,-21.277556,-9.80663,-2.5604
,,,23.5682,5.648,0.532175,22.18178,-7.946412
,,,23.5682,8.728,0.215169,16.092602,-17.217489
Gl 550.3,,,23.5738,8.498,-12.912144,-9.846161,-17.089579
Gl 615.1A,,,23.5849,4.817,-10.293638,-20.490568,5.516595
NN 3364,,,23.5849,14.607,0.438461,8.152218,22.12683
Gl 677B,,,23.5849,8.067,-2.7421,-20.365742,11.574321
NN 4171,,,23.5849,7.137,12.042845,-12.376642,16.063503
Wo 9800B,,,23.5849,6.737,18.956112,-5.7477,-12.803057
,,,23.6072,9.435,12.546507,-19.290874,-5.267562
Gl 162.1,,,23.6295,4.503,4.849705,9.05975,-21.278304
Gl 55.2,,,23.6351,8.232,20.17845,7.012664,10.112268
Gl 871A,,,23.6351,4.122,15.148896,-5.318822,-17.344922
Gl 522,,,23.6407,7.892,-21.341253,-10.171046,-0.053287
NN 3895,,,23.6407,11.582,-15.051186,-16.706652,7.286433
Gl 60B,,,23.6463,6.131,18.760586,8.2564,-11.790665
Gl 60C,,,23.6463,8.531,18.760586,8.2564,-11.790665
,,,23.663,5.69,12.135234,-19.127284,6.841555
,78Iot Leo,,23.6742,2.129,-22.987695,3.648687,4.326252
NN 3330,,,23.6742,5.869,5.283492,22.308835,5.906108
,,,23.6798,5.368,-17.385587,-14.655385,-6.610141
NN 4315A,,,23.6798,6.038,15.481071,-3.435187,17.585959
NN 3044,,,23.6967,8.607,14.279408,2.40588,18.7575
Wo 9754,,,23.6967,6.747,15.166903,-9.849431,-15.312886
NN 4345,,,23.6967,14.227,23.426392,-2.493755,2.553225
NN 3471,,,23.7248,5.804,-11.049511,19.222371,8.441737
Gl 58.2,,,23.7361,5.863,20.405682,8.356668,8.785299
NN 3852,,,23.7417,4.482,-14.060506,-10.751378,15.823354
NN 3927,,,23.753,14.071,-10.227987,-16.86903,13.229858
Wo 9763,,,23.753,12.291,20.48225,-11.90828,-1.695676
Gl 677A,,,23.7586,7.111,-2.761524,-20.51537,11.660231
,,,23.7699,10.17,23.152354,4.944657,-2.127669
,,,23.7812,4.649,-1.158575,11.754962,-20.64035
Gl 20,Kap Phe,,23.8095,2.046,17.106924,1.964466,-16.443574
NN 4343,,,23.8095,6.016,20.256983,-2.180329,12.320125
NN 3031,,,23.8095,14.616,17.440217,1.698587,16.119737
NN 3063,,,23.8095,10.036,17.435475,4.06098,-15.69729
NN 3127,,,23.8095,12.216,20.243431,11.780545,-4.279551
NN 3168,,,23.8095,11.336,10.469592,8.512071,19.616947
NN 3238,,,23.8095,11.166,10.555309,14.543019,-15.619806
Wo 9119B,,,23.8095,10.986,11.40636,16.257549,13.133138
NN 3274,,,23.8095,11.146,9.212608,20.174516,8.660775
NN 3276,,,23.8095,15.116,9.491734,20.886147,6.369311
NN 3282A,,,23.8095,10.746,9.471788,21.588435,3.334211
NN 3283B,,,23.8095,13.086,9.468187,21.588852,3.341739
NN 3367,,,23.8095,9.106,1.31949,23.77291,-0.004778
NN 3391,,,23.8095,10.386,-1.577202,16.983082,16.612634
NN 3397,,,23.8095,11.116,-1.147657,8.081625,-22.366549
NN 3439,,,23.8095,11.456,-7.231031,19.15943,12.145811
NN 3537,,,23.8095,11.466,-17.408001,16.004077,2.779088
NN 3584,,,23.8095,10.776,-20.751879,11.442127,2.308586
NN 3587,,,23.8095,12.616,-17.301707,8.840244,13.762024
NN 3623,,,23.8095,11.566,-21.407492,6.899069,7.811173
NN 3626,,,23.8095,11.186,-19.034441,5.960937,13.001907
NN 3653,,,23.8095,9.336,-13.297459,2.58945,19.579699
NN 3676,,,23.8095,10.686,-12.306318,1.204174,20.346912
NN 3697,,,23.8095,10.186,-17.50873,0.076128,16.134771
NN 3726C,,,23.8095,12.996,-21.064656,-2.488994,10.815612
NN 3793,,,23.8095,11.886,-20.460732,-8.983495,8.218732
NN 3794,,,23.8095,10.776,-19.990852,-8.997335,9.290108
NN 3805,,,23.8095,11.416,-11.602001,-5.786592,19.970008
NN 3823,,,23.8095,10.266,-18.626078,-11.05645,-9.885164
NN 3834,,,23.8095,11.616,-18.190564,-12.089537,9.478332
NN 3847,,,23.8095,12.816,-17.9829,-13.247903,-8.246253
NN 3941,,,23.8095,10.466,-2.58386,-4.729557,23.191534
NN 3947,,,23.8095,10.106,-9.540041,-19.459597,9.859208
NN 3980,,,23.8095,12.466,-6.248308,-22.295707,5.545484
NN 4075,,,23.8095,10.916,2.38914,-11.061189,-20.948375
NN 4091B,,,23.8095,10.156,3.362652,-13.412143,19.382964
NN 4093,,,23.8095,10.656,2.146992,-7.68149,22.433846
NN 4125,,,23.8095,10.996,9.367322,-17.941471,12.539905
GJ 1252,,,23.8095,10.346,7.907372,-10.518674,-19.84283
NN 4187A,,,23.8095,10.226,17.861241,-15.305993,-3.687135
NN 4188B,,,23.8095,11.446,17.864019,-15.3016,-3.691908
NN 4242A,,,23.8095,12.766,17.344753,-10.131683,-12.782834
NN 4243B,,,23.8095,13.916,17.349775,-10.136347,-12.772317
NN 4335,,,23.8095,13.866,16.11267,-2.359343,-17.369733
NN 4354,,,23.8095,11.696,18.382707,-1.71467,15.034236
NN 3559,23    UMa,,23.8152,1.766,-8.603035,6.510645,21.231076
,,,23.8152,7.806,12.948773,-16.848106,10.75368
,,,23.8209,8.785,5.594393,-21.810777,-7.773546
,,,23.8265,4.905,-21.820149,7.703139,-5.678455
GJ 1257,,,23.8265,7.945,14.292499,-16.778178,-9.049509
GJ 1165,,,23.8322,6.044,-22.428288,-4.822383,-6.456802
,,,23.8379,5.094,2.431319,-2.240697,-23.607487
Wo 9639,,,23.8436,4.913,5.234601,-19.935375,11.986666
Gl 570.1,,,23.8493,4.453,-11.183686,-11.004257,-17.962086
,,,23.855,6.712,2.79296,23.6801,-0.716424
NN 3070,,,23.8663,9.951,20.714835,5.735927,-10.372801
Wo 9733B,,,23.8663,5.011,10.881885,-9.142213,-19.172564
Gl 265A,,,23.872,8.251,-5.989253,20.315679,11.011977
Gl 56.4,,,23.872,7.781,3.827456,1.421808,23.520108
,,,23.8777,6.12,12.196029,-3.728165,20.186647
Gl 702.2,,,23.912,4.907,0.58479,-23.824802,1.941412
Gl 679,,,23.9177,4.626,-2.407304,-19.617622,13.468034
Gl 908.1,,,23.9234,7.456,20.626239,-0.858695,12.089196
Gl 672.1,,,23.9349,9.745,-3.182115,-19.989712,-12.773606
Gl 618.4,,,23.9406,9.924,-6.515392,-14.410309,-17.973452
,27    Cyg,,23.9464,3.484,10.15194,-16.507748,14.065856
,,,23.9521,5.763,21.661505,9.82508,-2.819595
,,,23.9636,7.002,-13.679791,5.779097,-18.807431
GJ 2057,,,23.9693,6.292,-8.350467,21.815017,5.377614
Gl 713.1,22Lam Sgr,Kaus Borealis,23.9693,0.922,2.635486,-21.487046,-10.289309
Wo 9273,,,23.9751,4.841,-15.129575,18.380061,-2.841607
,,,23.9808,10.021,17.545655,4.163588,-15.808014
Wo 9722,,,23.9808,11.401,8.836399,-8.248376,20.695984
Gl 27.1,,,23.9866,9.51,16.91995,2.981951,-16.738586
,,,23.9981,7.329,7.97023,-3.86456,22.303574
Wo 9036,,,24.0038,7.879,20.797464,6.003127,-10.373599
,,,24.0096,9.868,-16.692995,11.753283,12.635868
NN 4145,,,24.0096,8.308,8.580624,-12.120876,-18.865793
,,,24.0154,4.668,-16.237294,17.370809,3.368416
Gl 74,,,24.0211,7.007,20.96549,10.526819,5.163041
NN 4320,,,24.0211,6.167,20.286628,-3.915528,12.253102
,,,24.0327,6.246,-20.611701,11.35157,-4.885725
Gl 489,,,24.0327,7.206,-22.536618,-5.800322,-6.002499
GJ 2152,,,24.0385,14.265,17.816808,-15.834521,3.111073
Wo 9417,,,24.0442,3.925,-11.638309,-2.50873,20.889576
Gl 148,,,24.0442,7.705,13.662831,19.727104,1.514515
Wo 9582A,,,24.0442,6.705,-2.980203,-11.801673,20.734777
,,,24.05,6.344,13.68829,-15.033938,12.845776
NN 3905,,,24.0964,6.91,-13.401809,-16.844618,-10.82895
NN 3430A,,,24.0964,12.76,-5.752879,18.184779,14.725987
NN 3431B,,,24.0964,13.77,-5.754201,18.184366,14.725981
NN 3509,,,24.0964,12.77,-5.920407,6.989165,22.287595
NN 4173,,,24.1022,9.3,14.003196,-14.163107,13.573243
,,,24.1022,6.57,22.584714,-8.237341,1.730007
,,,24.108,4.819,5.338967,-12.001819,20.214861
Wo 9427,,,24.1138,7.369,-19.037297,-5.782557,13.624034
GJ 1130A,,,24.1255,8.278,-17.466702,10.75948,-12.69597
GJ 1176,,,24.1313,7.327,-21.751424,-10.425495,-0.710106
Wo 9087,,,24.1313,6.187,18.679022,15.220134,-1.328605
NN 3674,,,24.1429,8.096,-18.614842,1.900552,15.255721
Gl 534.2,,,24.1488,8.716,-4.105339,-2.22405,23.693128
NN 3519,,,24.1546,3.785,-9.597319,10.008309,-19.777994
,,,24.1546,7.755,11.390005,16.980388,12.859974
NN 3784B,79Zet UMa,,24.1546,2.035,-12.960884,-4.971592,19.766651
NN 4158,Eta Ind,,24.1721,2.593,9.78249,-11.249611,-19.027319
NN 3695,,,24.1838,9.892,-23.66898,0.253375,4.956952
Gl 105.6,12    Per,,24.1896,2.992,14.037312,12.015355,15.611278
Gl 132,,,24.1896,4.832,11.140358,12.715058,-17.301971
,,,24.1955,7.931,-12.398801,-3.03134,20.55475
Gl 563.1,,,24.2014,7.811,-14.080531,-12.680812,15.054487
,,,24.2014,4.371,-7.793424,-8.560788,-21.253227
NN 4087,,,24.2072,6.06,4.59029,-18.648474,-14.735723
,,,24.2131,9.05,-0.143751,-8.070415,-22.828096
NN 3194A,,,24.2307,4.718,7.972592,8.267447,21.335781
,,,24.2365,8.708,-11.945638,-13.104533,-16.522132
NN 4156,,,24.2365,8.348,8.450472,-9.940748,20.424706
Wo 9299,,,24.2483,7.817,-19.126259,14.731302,-2.270465
NN 3494,,,24.2601,7.826,-13.575014,19.222046,5.898384
Gl 911,,,24.2601,8.876,22.523453,-0.513908,-8.999458
NN 3575,,,24.2718,13.164,-19.018566,11.223778,10.087076
NN 3346,,,24.3013,6.792,4.060354,23.023266,-6.632942
,,,24.3013,5.052,16.638751,-3.6252,17.33636
